region	chr	midPos	Nsites
(70,913)(537650,538508)(500000,550000)	JASDQU010101678.1	525000	845	-0.007218
(168,1255)(101724,138806)(100000,150000)	JASDQU010101687.1	125000	1089	0.295940
(1256,1343)(194062,194194)(150000,200000)	JASDQU010101687.1	175000	89	0.037377
(208,345)(392836,392974)(350000,400000)	JASDQU010101688.1	375000	139	0.030431
(346,2881)(418467,448533)(400000,450000)	JASDQU010101688.1	425000	2537	0.542436
(2882,3088)(477727,478061)(450000,500000)	JASDQU010101688.1	475000	208	0.016434
(3089,3523)(623251,625696)(600000,650000)	JASDQU010101688.1	625000	436	-0.005327
(3524,3525)(718496,718497)(700000,750000)	JASDQU010101688.1	725000	3	0.035334
(3526,4150)(914180,928456)(900000,950000)	JASDQU010101688.1	925000	626	0.011252
(25,632)(289982,292533)(250000,300000)	JASDQU010101691.1	275000	609	0.513487
(60,790)(301710,315095)(300000,350000)	JASDQU010101698.1	325000	732	0.153564
(46,205)(297743,297928)(250000,300000)	JASDQU010101700.1	275000	161	0.074913
(46,2398)(264806,294418)(250000,300000)	JASDQU010101717.1	275000	2354	0.083833
(2399,7705)(356414,362585)(350000,400000)	JASDQU010101717.1	375000	5308	0.654340
(7706,7795)(460555,460645)(450000,500000)	JASDQU010101717.1	475000	91	0.663474
(7796,8138)(590648,591028)(550000,600000)	JASDQU010101717.1	575000	344	0.024328
(8139,8888)(638343,639103)(600000,650000)	JASDQU010101717.1	625000	751	0.699082
(724,760)(86087,86215)(50000,100000)	JASDQU010101718.1	75000	38	0.036943
(761,1522)(450014,460058)(450000,500000)	JASDQU010101718.1	475000	763	0.207979
(1523,1751)(549763,549999)(500000,550000)	JASDQU010101718.1	525000	230	0.505124
(218,267)(229419,229487)(200000,250000)	JASDQU010101719.1	225000	51	0.056446
(268,405)(326137,326275)(300000,350000)	JASDQU010101719.1	325000	139	0.043122
(406,1267)(439680,449976)(400000,450000)	JASDQU010101719.1	425000	863	0.346046
(187,316)(94323,94452)(50000,100000)	JASDQU010101720.1	75000	131	0.030411
(264,725)(126588,127073)(100000,150000)	JASDQU010101721.1	125000	463	0.101046
(167,554)(86157,86682)(50000,100000)	JASDQU010101722.1	75000	389	0.313310
(2443,6940)(272161,299233)(250000,300000)	JASDQU010101725.1	275000	4499	0.334842
(585,2324)(245483,248272)(200000,250000)	JASDQU010101727.1	225000	1741	0.058070
(2325,3192)(262223,278725)(250000,300000)	JASDQU010101727.1	275000	869	0.079701
(104,621)(590666,591189)(550000,600000)	JASDQU010101734.1	575000	519	0.715568
(2745,4586)(250000,251912)(250000,300000)	JASDQU010101742.1	275000	1843	0.041690
(852,2359)(91572,93255)(50000,100000)	JASDQU010101752.1	75000	1509	0.434295
(2360,3503)(270326,271499)(250000,300000)	JASDQU010101752.1	275000	1145	0.364077
(3504,3932)(349050,349999)(300000,350000)	JASDQU010101752.1	325000	430	0.038387
(20,51)(135237,135270)(100000,150000)	JASDQU010101753.1	125000	33	0.029602
(1711,2595)(366071,367511)(350000,400000)	JASDQU010101758.1	375000	886	0.038282
(2596,2772)(692252,692440)(650000,700000)	JASDQU010101758.1	675000	178	0.015906
(443,645)(272949,273475)(250000,300000)	JASDQU010101760.1	275000	204	0.111607
(100,1811)(668471,673291)(650000,700000)	JASDQU010101761.1	675000	1713	0.018420
(1812,3439)(807997,843382)(800000,850000)	JASDQU010101761.1	825000	1629	0.020202
(50,55)(377025,377031)(350000,400000)	JASDQU010101762.1	375000	7	0.034773
(56,401)(404058,404496)(400000,450000)	JASDQU010101762.1	425000	347	0.023803
(402,2716)(494828,499104)(450000,500000)	JASDQU010101762.1	475000	2316	0.502499
(2717,2838)(565015,591060)(550000,600000)	JASDQU010101762.1	575000	123	0.016846
(409,1019)(413415,414140)(400000,450000)	JASDQU010101763.1	425000	612	0.074651
(143,993)(159796,184838)(150000,200000)	JASDQU010101765.1	175000	852	0.027602
(484,1064)(164420,165011)(150000,200000)	JASDQU010101768.1	175000	582	0.236944
(403,921)(396622,397216)(350000,400000)	JASDQU010101772.1	375000	520	0.170489
(81,1353)(113830,116891)(100000,150000)	JASDQU010101773.1	125000	1274	0.174258
(1354,1437)(239114,239197)(200000,250000)	JASDQU010101773.1	225000	85	0.069388
(2628,5209)(500196,507223)(500000,550000)	JASDQU010101783.1	525000	2583	0.253488
(517,1333)(645791,647059)(600000,650000)	JASDQU010101786.1	625000	818	0.071637
(468,1818)(72533,81345)(50000,100000)	JASDQU010101788.1	75000	1352	0.306609
(1819,2326)(190521,191229)(150000,200000)	JASDQU010101788.1	175000	509	0.581578
(2327,2526)(277646,277886)(250000,300000)	JASDQU010101788.1	275000	201	0.538397
(2527,3503)(340459,349456)(300000,350000)	JASDQU010101788.1	325000	978	0.024337
(287,606)(383870,384311)(350000,400000)	JASDQU010101794.1	375000	321	0.005164
(607,869)(502618,503012)(500000,550000)	JASDQU010101794.1	525000	264	0.020754
(870,2093)(550803,552066)(550000,600000)	JASDQU010101794.1	575000	1225	0.298865
(1042,1259)(382162,382462)(350000,400000)	JASDQU010101808.1	375000	219	0.033201
(1260,1480)(452281,452538)(450000,500000)	JASDQU010101808.1	475000	222	0.639246
(1481,2373)(502051,503615)(500000,550000)	JASDQU010101808.1	525000	894	0.577103
(2374,2702)(699194,699697)(650000,700000)	JASDQU010101808.1	675000	330	0.066916
(2703,6973)(741876,749709)(700000,750000)	JASDQU010101808.1	725000	4272	0.174066
(611,727)(168075,168191)(150000,200000)	JASDQU010101811.1	175000	118	0.194764
(123,742)(169441,170068)(150000,200000)	JASDQU010101821.1	175000	621	-0.011897
(743,4017)(251347,297875)(250000,300000)	JASDQU010101821.1	275000	3276	0.080315
(4018,5392)(412915,442528)(400000,450000)	JASDQU010101821.1	425000	1376	0.035462
(128,881)(755935,756874)(750000,800000)	JASDQU010101823.1	775000	755	0.104838
(266,715)(405204,405961)(400000,450000)	JASDQU010101825.1	425000	451	0.009061
(7857,11560)(56772,62924)(50000,100000)	JASDQU010101829.1	75000	3705	0.110813
(11561,11996)(313636,314099)(300000,350000)	JASDQU010101829.1	325000	437	0.311835
(11997,13016)(357589,372544)(350000,400000)	JASDQU010101829.1	375000	1021	0.225577
(13017,13720)(537931,542002)(500000,550000)	JASDQU010101829.1	525000	705	0.046178
(13721,13745)(577339,577371)(550000,600000)	JASDQU010101829.1	575000	26	0.018873
(13746,14215)(626583,627073)(600000,650000)	JASDQU010101829.1	625000	471	0.056504
(14216,17171)(801841,843324)(800000,850000)	JASDQU010101829.1	825000	2957	0.163141
(440,2072)(302012,333664)(300000,350000)	JASDQU010101830.1	325000	1634	0.351256
(15,605)(139416,140148)(100000,150000)	JASDQU010101832.1	125000	592	0.046528
(43,4317)(206835,215147)(200000,250000)	JASDQU010101834.1	225000	4276	0.186085
(4318,4524)(340601,340841)(300000,350000)	JASDQU010101834.1	325000	208	0.015870
(4525,4620)(425999,426322)(400000,450000)	JASDQU010101834.1	425000	97	0.142693
(4621,4675)(782071,782149)(750000,800000)	JASDQU010101834.1	775000	56	0.139903
(1515,1580)(131579,131666)(100000,150000)	JASDQU010101839.1	125000	67	0.300435
(1581,2175)(161449,162059)(150000,200000)	JASDQU010101839.1	175000	596	0.425255
(2176,2466)(279645,279986)(250000,300000)	JASDQU010101839.1	275000	292	0.075371
(2467,3705)(392641,393903)(350000,400000)	JASDQU010101839.1	375000	1240	0.139004
(22,40)(349305,349326)(300000,350000)	JASDQU010101840.1	325000	20	-0.019374
(41,490)(519352,519807)(500000,550000)	JASDQU010101840.1	525000	451	0.054255
(865,970)(98689,98804)(50000,100000)	JASDQU010101848.1	75000	107	0.010800
(949,1491)(272275,299999)(250000,300000)	JASDQU010101862.1	275000	544	0.010268
(103,151)(226395,226496)(200000,250000)	JASDQU010101864.1	225000	50	-0.005335
(152,844)(477099,477806)(450000,500000)	JASDQU010101864.1	475000	694	0.152653
(254,469)(249782,249999)(200000,250000)	JASDQU010101865.1	225000	217	0.012899
(470,738)(250000,250276)(250000,300000)	JASDQU010101865.1	275000	270	0.045186
(96,821)(270440,271179)(250000,300000)	JASDQU010101867.1	275000	727	0.092106
(429,455)(227708,227773)(200000,250000)	JASDQU010101870.1	225000	28	0.008434
(495,850)(82576,82939)(50000,100000)	JASDQU010101878.1	75000	357	0.015971
(8003,8841)(344128,344973)(300000,350000)	JASDQU010101879.1	325000	840	0.489495
(270,731)(195053,195621)(150000,200000)	JASDQU010101884.1	175000	463	0.017324
(732,1113)(248302,248723)(200000,250000)	JASDQU010101884.1	225000	383	0.224747
(1114,1729)(281561,282258)(250000,300000)	JASDQU010101884.1	275000	617	0.010854
(154,205)(219101,219163)(200000,250000)	JASDQU010101888.1	225000	53	0.064673
(1170,1962)(316056,332266)(300000,350000)	JASDQU010101893.1	325000	794	0.039275
(105,341)(246555,246910)(200000,250000)	JASDQU010101904.1	225000	238	0.477290
(342,591)(306857,307122)(300000,350000)	JASDQU010101904.1	325000	251	0.033703
(592,2458)(356056,359981)(350000,400000)	JASDQU010101904.1	375000	1868	0.111439
(2459,4042)(637354,640089)(600000,650000)	JASDQU010101904.1	625000	1585	0.188281
(1328,1429)(217894,218006)(200000,250000)	JASDQU010101911.1	225000	103	0.513995
(31,755)(356940,392207)(350000,400000)	JASDQU010101915.1	375000	726	0.054845
(1412,1459)(88767,88831)(50000,100000)	JASDQU010101917.1	75000	49	0.038426
(305,624)(73481,73831)(50000,100000)	JASDQU010101930.1	75000	321	0.081756
(288,1468)(51831,96616)(50000,100000)	JASDQU010101931.1	75000	1182	0.025268
(725,739)(428948,428962)(400000,450000)	JASDQU010101937.1	425000	16	0.022592
(1525,2153)(400000,400649)(400000,450000)	JASDQU010101944.1	425000	630	0.332571
(1016,1680)(73407,74104)(50000,100000)	JASDQU010101952.1	75000	666	0.130865
(126,361)(110212,110488)(100000,150000)	JASDQU010101958.1	125000	237	0.271894
(362,1400)(225895,226937)(200000,250000)	JASDQU010101958.1	225000	1040	0.263292
(480,3350)(283326,286233)(250000,300000)	JASDQU010101964.1	275000	2872	0.183683
(138,310)(146578,146764)(100000,150000)	JASDQU010101968.1	125000	174	0.200510
(311,371)(168058,168142)(150000,200000)	JASDQU010101968.1	175000	62	0.120961
(372,1615)(245243,247356)(200000,250000)	JASDQU010101968.1	225000	1245	0.195623
(1616,2201)(270776,274129)(250000,300000)	JASDQU010101968.1	275000	587	0.256817
(2202,2361)(320431,341904)(300000,350000)	JASDQU010101968.1	325000	161	0.075817
(2362,2617)(602220,602482)(600000,650000)	JASDQU010101968.1	625000	257	0.244070
(2618,4501)(712330,714219)(700000,750000)	JASDQU010101968.1	725000	1885	0.216591
(17,473)(305484,305947)(300000,350000)	JASDQU010101974.1	325000	458	0.006897
(474,2387)(350355,353151)(350000,400000)	JASDQU010101974.1	375000	1915	0.444750
(265,378)(95132,95333)(50000,100000)	JASDQU010101980.1	75000	115	0.003358
(840,1785)(231603,248404)(200000,250000)	JASDQU010101985.1	225000	947	0.065390
(1475,1575)(96270,96372)(50000,100000)	JASDQU010101990.1	75000	102	0.037334
(1576,2630)(120640,126793)(100000,150000)	JASDQU010101990.1	125000	1056	0.035020
(152,290)(307953,308126)(300000,350000)	JASDQU010101999.1	325000	140	0.087032
(291,3153)(407629,443254)(400000,450000)	JASDQU010101999.1	425000	2864	0.123848
(622,816)(249231,249741)(200000,250000)	JASDQU010102011.1	225000	196	0.029057
(817,973)(502489,502705)(500000,550000)	JASDQU010102011.1	525000	158	0.023024
(28,558)(729760,730293)(700000,750000)	JASDQU010102014.1	725000	532	0.004618
(559,670)(802061,802176)(800000,850000)	JASDQU010102014.1	825000	113	0.042038
(72,2753)(65614,83855)(50000,100000)	JASDQU010102017.1	75000	2683	0.167723
(500,1732)(347623,348915)(300000,350000)	JASDQU010102020.1	325000	1234	0.411677
(1733,6079)(372846,379936)(350000,400000)	JASDQU010102020.1	375000	4348	0.378858
(6080,6097)(639868,639898)(600000,650000)	JASDQU010102020.1	625000	19	0.010922
(456,1204)(439031,439809)(400000,450000)	JASDQU010102025.1	425000	750	0.394499
(1205,1696)(454713,455233)(450000,500000)	JASDQU010102025.1	475000	493	0.228179
(2121,2239)(184542,185284)(150000,200000)	JASDQU010102027.1	175000	120	0.151212
(371,2847)(172185,184896)(150000,200000)	JASDQU010102033.1	175000	2478	0.481356
(980,4562)(153172,156767)(150000,200000)	JASDQU010102039.1	175000	3584	0.226755
(56,4268)(76522,81661)(50000,100000)	JASDQU010102041.1	75000	4214	0.239766
(1415,1497)(97574,97663)(50000,100000)	JASDQU010102043.1	75000	84	0.056257
(280,1244)(351407,354094)(350000,400000)	JASDQU010102053.1	375000	966	0.141510
(697,1750)(56052,81576)(50000,100000)	JASDQU010102070.1	75000	1055	0.078411
(1751,1811)(288961,289025)(250000,300000)	JASDQU010102070.1	275000	62	0.026953
(612,1173)(239124,240012)(200000,250000)	JASDQU010102073.1	225000	563	0.058275
(427,450)(442032,442055)(400000,450000)	JASDQU010102074.1	425000	25	0.061123
(1587,2022)(201178,201636)(200000,250000)	JASDQU010102075.1	225000	437	0.005248
(1747,1976)(101958,102202)(100000,150000)	JASDQU010102078.1	125000	231	0.028285
(1977,2625)(225954,226647)(200000,250000)	JASDQU010102078.1	225000	650	0.106502
(169,1246)(154128,155210)(150000,200000)	JASDQU010102080.1	175000	1079	0.423129
(1247,2643)(282971,284377)(250000,300000)	JASDQU010102080.1	275000	1398	0.164098
(809,1300)(260777,261358)(250000,300000)	JASDQU010102083.1	275000	493	0.380786
(263,845)(50107,50718)(50000,100000)	JASDQU010102086.1	75000	584	0.011550
(846,1038)(126829,129596)(100000,150000)	JASDQU010102086.1	125000	194	0.038506
(1039,1549)(254549,255079)(250000,300000)	JASDQU010102086.1	275000	512	0.094919
(1550,2527)(359264,360598)(350000,400000)	JASDQU010102086.1	375000	979	0.500431
(2528,3284)(424746,425535)(400000,450000)	JASDQU010102086.1	425000	758	0.242621
(438,1091)(283982,284675)(250000,300000)	JASDQU010102088.1	275000	655	0.228562
(277,508)(190577,190810)(150000,200000)	JASDQU010102093.1	175000	233	0.016356
(509,597)(248726,248841)(200000,250000)	JASDQU010102093.1	225000	90	0.082672
(598,1094)(285176,285932)(250000,300000)	JASDQU010102093.1	275000	498	0.013571
(93,839)(50108,50909)(50000,100000)	JASDQU010102100.1	75000	748	0.359479
(322,378)(173712,173770)(150000,200000)	JASDQU010102108.1	175000	58	0.110853
(379,404)(226339,226375)(200000,250000)	JASDQU010102108.1	225000	27	0.025101
(776,1172)(270388,270801)(250000,300000)	JASDQU010102118.1	275000	398	0.066087
(128,300)(215667,216084)(200000,250000)	JASDQU010102119.1	225000	174	0.404900
(301,763)(578066,578639)(550000,600000)	JASDQU010102119.1	575000	464	0.229499
(274,1012)(54579,55523)(50000,100000)	JASDQU010102122.1	75000	740	0.140510
(1013,1827)(104347,112825)(100000,150000)	JASDQU010102122.1	125000	816	0.361237
(1828,2009)(198161,198609)(150000,200000)	JASDQU010102122.1	175000	183	0.029407
(565,990)(100774,101210)(100000,150000)	JASDQU010102127.1	125000	427	0.023804
(991,1910)(173206,183827)(150000,200000)	JASDQU010102127.1	175000	921	0.551149
(34,136)(135617,135980)(100000,150000)	JASDQU010102134.1	125000	104	0.043747
(637,1645)(388934,390187)(350000,400000)	JASDQU010102148.1	375000	1010	0.364638
(161,891)(179697,180555)(150000,200000)	JASDQU010102151.1	175000	732	0.011304
(457,731)(63883,64187)(50000,100000)	JASDQU010102157.1	75000	276	0.010620
(342,1102)(103486,104255)(100000,150000)	JASDQU010102160.1	125000	762	0.323435
(1895,3254)(192151,193526)(150000,200000)	JASDQU010102163.1	175000	1361	0.447683
(3255,8141)(220440,243266)(200000,250000)	JASDQU010102163.1	225000	4888	0.423317
(4,59)(150851,150914)(150000,200000)	JASDQU010102166.1	175000	57	0.006841
(60,207)(239544,239695)(200000,250000)	JASDQU010102166.1	225000	149	0.019364
(208,313)(336938,348436)(300000,350000)	JASDQU010102166.1	325000	107	0.102461
(314,997)(365442,366599)(350000,400000)	JASDQU010102166.1	375000	685	0.248056
(27,1157)(100000,126299)(100000,150000)	JASDQU010102174.1	125000	1132	0.066191
(869,1013)(144631,144781)(100000,150000)	JASDQU010102178.1	125000	146	0.037577
(1315,4858)(130222,133851)(100000,150000)	JASDQU010102187.1	125000	3545	0.292710
(248,387)(265470,265609)(250000,300000)	JASDQU010102198.1	275000	141	0.037518
(388,440)(358729,358805)(350000,400000)	JASDQU010102198.1	375000	54	0.037830
(441,977)(418889,439451)(400000,450000)	JASDQU010102198.1	425000	538	0.033409
(978,1237)(473493,473867)(450000,500000)	JASDQU010102198.1	475000	261	0.026354
(693,722)(286938,286968)(250000,300000)	JASDQU010102200.1	275000	31	0.020763
(262,1049)(106009,106806)(100000,150000)	JASDQU010102206.1	125000	789	0.028722
(752,4936)(284314,295420)(250000,300000)	JASDQU010102216.1	275000	4186	0.216100
(324,1473)(283333,284656)(250000,300000)	JASDQU010102218.1	275000	1151	0.087313
(2852,3750)(132380,133278)(100000,150000)	JASDQU010102234.1	125000	900	0.021154
(557,759)(108626,108831)(100000,150000)	JASDQU010102250.1	125000	204	0.012036
(280,2561)(290534,298782)(250000,300000)	JASDQU010102255.1	275000	2283	0.309813
(173,1187)(432745,433791)(400000,450000)	JASDQU010102259.1	425000	1016	0.556909
(1188,1366)(490142,490324)(450000,500000)	JASDQU010102259.1	475000	180	0.024989
(1367,1758)(505768,528000)(500000,550000)	JASDQU010102259.1	525000	393	0.121921
(1759,2945)(550814,564775)(550000,600000)	JASDQU010102259.1	575000	1188	0.201089
(216,1266)(133097,134527)(100000,150000)	JASDQU010102260.1	125000	1052	0.207929
(202,1664)(151464,153332)(150000,200000)	JASDQU010102262.1	175000	1464	0.438355
(715,1045)(142643,143195)(100000,150000)	JASDQU010102263.1	125000	332	0.056370
(853,910)(151152,151518)(150000,200000)	JASDQU010102275.1	175000	59	0.040522
(454,4721)(341174,346063)(300000,350000)	JASDQU010102278.1	325000	4269	0.369895
(21,530)(224546,228755)(200000,250000)	JASDQU010102281.1	225000	511	0.033194
(455,693)(243432,243679)(200000,250000)	JASDQU010102282.1	225000	240	0.160087
(2006,5817)(366997,373801)(350000,400000)	JASDQU010102292.1	375000	3813	0.267472
(529,896)(294097,294493)(250000,300000)	JASDQU010102294.1	275000	369	0.037804
(897,6428)(336136,347026)(300000,350000)	JASDQU010102294.1	325000	5533	0.252403
(11,40)(373273,373307)(350000,400000)	JASDQU010102297.1	375000	31	0.036231
(2833,2838)(193343,193418)(150000,200000)	JASDQU010102299.1	175000	7	0.035889
(2839,4612)(291841,294115)(250000,300000)	JASDQU010102299.1	275000	1775	0.195593
(4613,4647)(324978,325021)(300000,350000)	JASDQU010102299.1	325000	36	0.065759
(91,3464)(141580,149041)(100000,150000)	JASDQU010102306.1	125000	3375	0.175847
(1307,1816)(310003,310987)(300000,350000)	JASDQU010102310.1	325000	511	0.256604
(495,850)(250000,250360)(250000,300000)	JASDQU010102311.1	275000	357	0.208981
(743,2711)(210910,215830)(200000,250000)	JASDQU010102319.1	225000	1970	0.196512
(1487,2543)(124559,128094)(100000,150000)	JASDQU010102339.1	125000	1058	0.105896
(9,86)(383135,383224)(350000,400000)	JASDQU010102344.1	375000	79	0.037436
(87,215)(412272,412407)(400000,450000)	JASDQU010102344.1	425000	130	0.051787
(216,1455)(609585,622448)(600000,650000)	JASDQU010102344.1	625000	1241	0.108364
(1285,1568)(67623,67909)(50000,100000)	JASDQU010102345.1	75000	285	0.019465
(66,147)(152248,152335)(150000,200000)	JASDQU010102351.1	175000	83	0.197593
(148,779)(233018,233789)(200000,250000)	JASDQU010102351.1	225000	633	-0.009203
(780,890)(262579,262693)(250000,300000)	JASDQU010102351.1	275000	112	0.048468
(1107,1188)(76648,76737)(50000,100000)	JASDQU010102356.1	75000	83	0.044373
(463,485)(107650,107689)(100000,150000)	JASDQU010102357.1	125000	24	0.187950
(980,1676)(151717,179433)(150000,200000)	JASDQU010102359.1	175000	698	0.107265
(484,2178)(380719,387433)(350000,400000)	JASDQU010102370.1	375000	1696	0.383913
(93,842)(90950,92285)(50000,100000)	JASDQU010102379.1	75000	751	0.114938
(792,3728)(54416,70250)(50000,100000)	JASDQU010102385.1	75000	2938	0.558134
(824,1016)(107389,107706)(100000,150000)	JASDQU010102386.1	125000	194	0.056221
(1017,3011)(174511,181728)(150000,200000)	JASDQU010102386.1	175000	1996	0.219863
(3012,3563)(243550,244185)(200000,250000)	JASDQU010102386.1	225000	553	0.214905
